"","PID","YEAR","PROJECT_LENGTH","PROJECT_PAGE_LOCATION_STATE","CATEGORY","GOAL_IN_USD","PLEDGED_IN_USD","BACKERS_COUNT","SITE_PREDICTION","OUTCOME"
"468",799168260,2021,30,"NY","Film & Video",250000,0,0,53,"failed    "
"470",1705117117,2021,60,"CA","Film & Video",250000,1,1,58,"failed    "
"471",1888697988,2022,31,"CA","Games",250000,0,0,73,"failed    "
"472",462785912,2020,30,"NY","Film & Video",250000,176,5,49,"failed    "
"474",51435594,2022,60,"CA","Film & Video",250000,0,0,49,"canceled  "
"475",1605273571,2023,45,"TX","Games",250000,42,4,45,"failed    "
"477",1961206292,2020,60,"NY","Film & Video",250000,0,0,63,"canceled  "
"479",274191830,2021,30,"TX","Film & Video",250000,11,2,30,"failed    "
"482",954898780,2025,60,"PA","Games",250000,4,3,57,"canceled  "
"483",231015003,2024,60,"NY","Games",250000,52,3,44,"failed    "
"484",39139432,2024,30,"CA","Games",250000,398,17,51,"failed    "
"485",851969228,2024,60,"TX","Games",250000,801,7,58,"failed    "
"486",1196345126,2021,56,"CA","Film & Video",250000,50,2,62,"failed    "
"487",614155154,2022,30,"CA","Film & Video",250000,10,1,43,"canceled  "
"489",892148085,2025,60,"CA","Games",250000,372,5,38,"failed    "
"491",5090855,2023,16,"CA","Games",12453,41,3,36,"failed    "
"492",53701977,2025,60,"CA","Film & Video",250000,1,1,42,"canceled  "
"496",1996720387,2020,60,"CA","Games",250000,0,0,38,"failed    "
"497",1107825660,2024,60,"TX","Games",250000,1,1,42,"canceled  "
"498",591442232,2020,26,"CA","Film & Video",250000,0,0,80,"failed    "
"502",1229519052,2020,60,"CA","Games",250000,0,0,60,"canceled  "
"503",1316451420,2021,30,"TX","Film & Video",250000,1,1,62,"failed    "
"505",515771306,2021,60,"TX","Film & Video",250000,27,3,56,"failed    "
"506",1996921619,2024,59,"TX","Film & Video",250000,131,3,29,"failed    "
"507",578632226,2020,30,"CA","Film & Video",250000,0,0,44,"canceled  "
"510",411393988,2020,30,"CA","Film & Video",250000,50,1,43,"failed    "
"511",2146046533,2023,11,"TX","Film & Video",250000,1,1,45,"failed    "
"512",1003515712,2020,30,"NY","Games",250000,75,1,70,"failed    "
"514",488675939,2021,60,"PA","Film & Video",250000,0,0,25,"failed    "
"516",1422125212,2022,60,"NY","Film & Video",250000,83,3,41,"failed    "
"517",5605330,2020,60,"NY","Film & Video",250000,93,7,44,"failed    "
"521",1000233415,2021,60,"CA","Film & Video",250000,65,2,20,"failed    "
"523",720578103,2021,43,"CA","Film & Video",250000,0,0,45,"canceled  "
"525",941108630,2021,60,"CA","Film & Video",250000,389,6,68,"failed    "
"530",958018809,2025,30,"CA","Film & Video",321413,55,3,62,"failed    "
"531",1855227669,2020,45,"NY","Film & Video",250000,0,0,40,"failed    "
"532",149019488,2021,30,"CA","Games",250000,29,5,51,"failed    "
"533",1236110400,2024,29,"CA","Film & Video",245000,1,1,53,"failed    "
"535",2066265866,2023,60,"CA","Film & Video",237000,1,1,38,"failed    "
"536",113919757,2023,45,"CA","Film & Video",236000,0,0,61,"failed    "
"541",605719495,2021,30,"CA","Art",230000,64,3,35,"failed    "
"542",360565052,2024,60,"CA","Games",12166,1,1,47,"canceled  "
"543",313997972,2020,45,"TX","Film & Video",230000,270,3,59,"canceled  "
"544",163044137,2022,29,"NY","Film & Video",225000,0,0,70,"canceled  "
"550",1583482418,2020,31,"NY","Dance",222000,97,5,48,"failed    "
"551",1999064110,2024,30,"TX","Games",220000,51,2,56,"failed    "
"552",1698473781,2022,60,"NY","Film & Video",220000,5,1,46,"failed    "
"555",542826349,2024,30,"CA","Film & Video",211000,1,1,42,"failed    "
"559",2020585092,2024,32,"TX","Art",210000,51,2,37,"failed    "
"560",981840701,2021,30,"CA","Games",206000,828,37,46,"canceled  "
"565",1517454076,2021,30,"CA","Film & Video",2e+05,230,12,60,"failed    "
"566",1747817706,2021,30,"TX","Film & Video",2e+05,12,3,56,"failed    "
"567",613838405,2022,35,"NY","Art",2e+05,1,1,53,"failed    "
"568",2066308574,2022,30,"TX","Games",2e+05,60,2,44,"failed    "
"569",1050771565,2022,49,"PA","Games",2e+05,75,3,48,"failed    "
"570",873002074,2020,30,"TX","Film & Video",2e+05,505,1,35,"failed    "
"571",723853858,2021,30,"CA","Film & Video",2e+05,0,0,36,"failed    "
"572",107035850,2023,60,"CA","Comics",2e+05,40,1,34,"failed    "
"573",975645374,2020,60,"CA","Film & Video",147362,0,0,43,"failed    "
"574",633289308,2023,30,"TX","Games",2e+05,1,1,71,"failed    "
"575",1770125231,2020,37,"NY","Film & Video",2e+05,1,1,63,"failed    "
"576",2101250193,2023,30,"CA","Film & Video",281645,162,2,50,"failed    "
"578",1358358907,2022,30,"NY","Art",2e+05,10,1,63,"failed    "
"579",926891549,2024,60,"PA","Film & Video",2e+05,202,4,34,"failed    "
"583",480929224,2024,60,"CA","Film & Video",20925,1,1,58,"failed    "
"584",1520088178,2021,30,"CA","Film & Video",2e+05,20,1,50,"failed    "
"585",67679648,2020,56,"NY","Film & Video",2e+05,0,0,53,"failed    "
"586",921637795,2020,35,"TX","Games",2e+05,0,0,60,"failed    "
"587",41428915,2023,60,"PA","Film & Video",2e+05,1,1,24,"failed    "
"588",527516769,2020,30,"CA","Art",2e+05,40,1,49,"failed    "
"589",1176164249,2020,57,"CT","Film & Video",2e+05,0,0,40,"failed    "
"590",966045318,2022,45,"CA","Film & Video",2e+05,125,2,42,"failed    "
"593",373890208,2020,40,"TX","Film & Video",2e+05,10,1,30,"failed    "
"594",206228383,2020,60,"NY","Film & Video",2e+05,10,1,47,"failed    "
"597",1393231622,2020,60,"CA","Film & Video",2e+05,0,0,49,"failed    "
"599",1103796046,2020,33,"CA","Film & Video",303679,0,0,28,"failed    "
"601",1603682462,2021,30,"PA","Film & Video",2e+05,5,1,38,"failed    "
"602",2086993298,2023,60,"NY","Games",2e+05,0,0,55,"canceled  "
"603",1974227494,2025,60,"CA","Film & Video",2e+05,1,1,42,"canceled  "
"604",1380477072,2021,30,"CA","Games",144704,0,0,52,"canceled  "
"606",127740108,2020,30,"TX","Games",2e+05,21,3,61,"failed    "
"607",1966092104,2020,57,"NY","Film & Video",2e+05,1,1,22,"failed    "
"609",469586156,2022,44,"CA","Games",2e+05,353,3,56,"failed    "
"610",74348332,2020,30,"CA","Film & Video",2e+05,0,0,60,"failed    "
"611",557994519,2023,60,"TX","Games",2e+05,150,4,78,"suspended "
"613",891207380,2022,30,"NY","Games",2e+05,140,3,48,"canceled  "
"614",2081992427,2020,30,"TX","Games",2e+05,1,1,58,"failed    "
"615",358015596,2021,26,"CT","Games",2e+05,28,3,57,"failed    "
"616",1637043111,2024,60,"NY","Film & Video",2e+05,1,1,30,"canceled  "
"617",765025864,2021,32,"CA","Film & Video",2e+05,5,1,48,"failed    "
"618",952791601,2021,30,"NY","Film & Video",2e+05,125,5,63,"failed    "
"619",1019345922,2020,30,"NY","Film & Video",2e+05,1,1,29,"failed    "
"620",1726637909,2025,60,"CA","Games",2e+05,103,3,54,"failed    "
"621",2104009797,2022,60,"CA","Film & Video",2e+05,25,1,51,"failed    "
"622",1020683051,2025,60,"CA","Film & Video",2e+05,371,6,53,"failed    "
"623",1723284199,2020,60,"CA","Film & Video",2e+05,10,1,47,"failed    "
"624",728072723,2022,30,"CA","Games",2e+05,88,3,43,"failed    "
"625",1109500644,2020,60,"CA","Film & Video",2e+05,1,1,60,"failed    "
"626",1673292268,2024,47,"NY","Games",2e+05,32,3,49,"failed    "
"627",64485488,2025,30,"CA","Art",2e+05,1,1,26,"canceled  "
"628",542636587,2025,60,"PA","Games",2e+05,221,8,74,"canceled  "
"630",1799882223,2021,30,"NY","Film & Video",2e+05,151,3,33,"failed    "
"631",324618003,2021,60,"TX","Games",2e+05,560,2,29,"failed    "
"633",1326672854,2021,30,"NY","Games",2e+05,2,2,60,"failed    "
"634",735358386,2020,30,"PA","Games",2e+05,319,4,42,"failed    "
"635",1955680574,2022,30,"NY","Film & Video",2e+05,20,1,58,"failed    "
"637",2034829745,2021,58,"CA","Games",2e+05,0,0,48,"suspended "
"638",1417728817,2020,45,"NY","Film & Video",2e+05,535,11,30,"failed    "
"641",1069039916,2021,30,"NY","Film & Video",2e+05,100,1,54,"failed    "
"642",1499033525,2022,30,"TX","Games",2e+05,1,1,36,"failed    "
"643",222066460,2023,30,"CA","Film & Video",2e+05,102,3,57,"failed    "
"644",385579139,2020,30,"NY","Film & Video",2e+05,0,0,60,"failed    "
"646",1144095154,2022,30,"NY","Film & Video",2e+05,1,1,57,"failed    "
"648",1680011185,2020,30,"NY","Art",2e+05,10,1,42,"failed    "
"649",1773880742,2021,30,"TX","Games",2e+05,363,6,52,"failed    "
"650",1272575014,2020,30,"CA","Games",2e+05,230,3,62,"failed    "
"651",1915345971,2024,40,"TX","Games",2e+05,297,15,46,"canceled  "
"653",330788758,2024,60,"NY","Comics",21105,686,22,76,"failed    "
"656",864616964,2022,30,"NY","Film & Video",199500,225,3,57,"failed    "
"657",1335040770,2020,21,"CA","Film & Video",195000,856,7,39,"canceled  "
"658",1662046647,2020,30,"TX","Film & Video",195000,60,2,27,"failed    "
"659",368115633,2023,30,"TX","Film & Video",195000,2,2,37,"failed    "
"660",1961394491,2022,35,"NY","Film & Video",192588,109,3,52,"canceled  "
"661",1425377956,2022,60,"CA","Film & Video",148982,718,7,55,"canceled  "
"663",1945177786,2021,30,"TX","Games",190000,816,4,53,"failed    "
"666",1839861769,2020,45,"CA","Film & Video",185000,165,4,53,"failed    "
"669",827912479,2025,36,"CA","Art",8177,37,2,49,"failed    "
"673",2107609245,2021,30,"NY","Film & Video",180000,1,1,63,"failed    "
"674",1102509193,2020,30,"NY","Film & Video",177000,0,0,41,"canceled  "
"675",1312142224,2025,60,"NY","Games",175500,206,6,44,"canceled  "
"676",1230066920,2021,45,"NY","Film & Video",175000,0,0,54,"canceled  "
"677",190169299,2020,60,"NY","Games",175000,25,2,58,"failed    "
"678",393602232,2020,60,"TX","Film & Video",175000,86,3,29,"failed    "
"679",1989455453,2023,60,"CA","Film & Video",175000,52,3,62,"failed    "
"682",1271431849,2025,37,"CA","Film & Video",175000,1,1,43,"canceled  "
"685",1223282643,2020,30,"TX","Games",175000,0,0,54,"canceled  "
"686",333964485,2023,30,"CA","Film & Video",175000,1,1,45,"canceled  "
"692",2123809984,2022,38,"TX","Games",175000,50,4,52,"failed    "
"693",965091824,2020,60,"TX","Film & Video",196342,0,0,37,"failed    "
"694",2043571221,2020,30,"CA","Film & Video",175000,0,0,62,"failed    "
"695",595190572,2021,45,"NY","Film & Video",20549,400,8,26,"canceled  "
"696",866222488,2022,59,"NY","Film & Video",170000,55,3,33,"failed    "
"697",1835968963,2020,30,"NY","Film & Video",168250,150,2,81,"failed    "
"698",1034706578,2024,60,"NY","Art",168000,1,1,48,"failed    "
"700",2080770169,2025,60,"NY","Art",168000,1,1,63,"canceled  "
"701",412327117,2024,60,"NY","Art",168000,6,2,27,"canceled  "
"703",1060130660,2025,45,"TX","Art",166700,1,1,69,"failed    "
"707",239084479,2020,60,"CA","Film & Video",23654,0,0,63,"failed    "
"709",1739187264,2021,20,"CA","Games",160000,26,2,51,"failed    "
"710",32440230,2021,30,"NY","Film & Video",160000,514,6,28,"failed    "
"712",873744615,2022,30,"CA","Film & Video",160000,60,3,29,"failed    "
"714",206207992,2020,30,"TX","Art",157500,0,0,54,"failed    "
"718",1437566823,2024,45,"CA","Film & Video",154000,111,3,69,"failed    "
"720",1908583913,2020,29,"TX","Film & Video",150000,1,1,51,"failed    "
"723",100186413,2023,30,"TX","Film & Video",150000,2,2,42,"failed    "
"724",559107202,2023,60,"CA","Comics",150000,5,1,33,"failed    "
"726",502781313,2021,30,"CA","Film & Video",150000,1,1,54,"failed    "
"727",812297036,2020,45,"NY","Film & Video",150000,350,5,46,"failed    "
"728",525883610,2021,60,"NY","Games",150000,55,4,59,"canceled  "
"738",174020879,2020,60,"CA","Film & Video",150000,11,2,32,"failed    "
"740",497613746,2021,60,"TX","Film & Video",150000,0,0,50,"failed    "
"742",626547173,2023,60,"CA","Film & Video",150000,3,3,45,"failed    "
"745",1762642999,2020,60,"CA","Film & Video",150000,13,2,58,"failed    "
"748",170929564,2022,42,"CA","Film & Video",150000,50,1,21,"suspended "
"750",2103749868,2021,30,"CA","Film & Video",150000,301,7,22,"failed    "
"751",372093460,2020,30,"TX","Film & Video",150000,0,0,66,"failed    "
"752",524067328,2020,30,"NY","Film & Video",150000,0,0,46,"failed    "
"754",1813083989,2020,30,"CA","Film & Video",150000,0,0,27,"failed    "
"756",870409496,2024,60,"TX","Film & Video",150000,6,2,34,"failed    "
"758",989858285,2020,30,"CA","Film & Video",150000,0,0,61,"failed    "
"759",1845388210,2020,30,"TX","Film & Video",150000,25,1,22,"failed    "
"760",906396960,2020,30,"NY","Film & Video",150000,0,0,45,"canceled  "
"762",1835785725,2020,30,"CA","Film & Video",150000,0,0,52,"failed    "
"764",1802603026,2021,5,"CA","Film & Video",150000,0,0,49,"failed    "
"765",835245775,2020,30,"CA","Dance",150000,2,2,46,"failed    "
"766",1024863709,2021,30,"NY","Games",150000,501,2,85,"failed    "
"767",154948040,2020,60,"NY","Film & Video",150000,0,0,61,"failed    "
"768",1296754664,2021,60,"NY","Film & Video",150000,137,5,49,"canceled  "
"769",1515118736,2022,30,"TX","Film & Video",150000,0,0,69,"canceled  "
"770",1122418590,2022,60,"CA","Film & Video",150000,0,0,46,"canceled  "
"772",564603445,2022,60,"TX","Games",150000,311,7,56,"failed    "
"773",709893490,2024,20,"CA","Games",150000,51,2,41,"canceled  "
"774",631667884,2021,52,"CA","Art",150000,0,0,76,"canceled  "
"776",5577765,2020,30,"CA","Film & Video",150000,1,1,55,"failed    "
"779",632057291,2022,30,"TX","Games",150000,0,0,54,"failed    "
"780",1498408151,2020,30,"NY","Film & Video",150000,0,0,51,"failed    "
"782",1489858281,2025,30,"CA","Film & Video",150000,327,8,44,"failed    "
"783",233253377,2020,30,"PA","Games",150000,110,3,52,"failed    "
"784",1008914529,2025,52,"CA","Film & Video",15159,339,14,54,"canceled  "
"785",624148413,2023,60,"TX","Film & Video",150000,50,2,66,"failed    "
"786",550948635,2021,58,"CA","Film & Video",150000,50,1,51,"canceled  "
"787",1778907739,2022,60,"CA","Film & Video",150000,0,0,45,"canceled  "
"789",2046354300,2021,60,"CA","Film & Video",150000,0,0,37,"failed    "
"791",327056742,2021,30,"CA","Film & Video",150000,1,1,37,"failed    "
"793",1387553474,2020,30,"NY","Film & Video",150000,11,2,61,"failed    "
"796",2107492891,2022,60,"CA","Film & Video",18164,315,9,45,"canceled  "
"797",1978161704,2023,30,"PA","Games",150000,66,3,57,"canceled  "
"798",975521362,2024,30,"CA","Film & Video",150000,13,2,54,"failed    "
"800",254970822,2020,53,"NY","Film & Video",150000,0,0,64,"failed    "
"801",1775379338,2021,60,"CA","Games",150000,125,5,53,"canceled  "
"802",2039968544,2021,50,"CA","Film & Video",150000,0,0,51,"failed    "
"808",927684054,2020,30,"PA","Games",150000,16,2,45,"failed    "
"810",1678016982,2024,30,"CA","Games",150000,196,11,61,"failed    "
"811",732053341,2021,58,"CA","Film & Video",150000,100,4,33,"failed    "
"812",1211909595,2021,30,"NY","Film & Video",150000,5,1,51,"failed    "
"813",1465103527,2021,30,"CA","Film & Video",150000,66,3,52,"canceled  "
"816",632454687,2021,60,"TX","Film & Video",150000,0,0,59,"canceled  "
"817",1361440283,2021,30,"CA","Film & Video",150000,680,5,23,"failed    "
"821",661916489,2020,30,"CA","Film & Video",150000,0,0,60,"failed    "
"824",1534288709,2022,30,"CA","Film & Video",150000,0,0,53,"canceled  "
"826",2128863813,2020,24,"CA","Film & Video",150000,11,3,47,"failed    "
"829",1481107344,2020,60,"CA","Games",150000,220,9,48,"failed    "
"830",1299328781,2021,30,"TX","Games",150000,0,0,72,"failed    "
"832",2064748928,2025,36,"TX","Film & Video",166868,2,2,51,"failed    "
"834",661416307,2020,30,"TX","Film & Video",150000,0,0,45,"failed    "
"836",1730935029,2020,60,"NY","Film & Video",150000,0,0,45,"canceled  "
"840",1729784689,2021,45,"CA","Film & Video",150000,0,0,49,"canceled  "
"841",87438138,2021,35,"PA","Film & Video",150000,45,2,27,"failed    "
"842",2139340382,2023,45,"CA","Film & Video",150000,0,0,50,"failed    "
"845",1951679649,2024,41,"CA","Film & Video",150000,102,3,33,"failed    "
"848",1690656630,2024,30,"NY","Games",148200,63,7,52,"failed    "
"849",682351649,2025,47,"NY","Games",147000,242,8,56,"failed    "
"850",1790800660,2024,37,"CA","Film & Video",145000,311,9,55,"failed    "
"851",510469996,2025,30,"NY","Games",14925,2,2,65,"canceled  "
"852",738504665,2021,28,"CA","Film & Video",142500,389,9,50,"canceled  "
"853",1770209971,2020,30,"CA","Games",140000,706,9,55,"failed    "
"854",298274429,2021,30,"CA","Games",140000,896,12,70,"failed    "
"859",350769110,2021,30,"TX","Art",136000,75,4,59,"failed    "
"863",2005308269,2023,60,"NY","Film & Video",135000,6,2,43,"failed    "
"866",1616274676,2023,45,"NY","Film & Video",132000,0,0,69,"canceled  "
"867",1500713344,2020,30,"TX","Games",130000,0,0,29,"failed    "
"868",1080141083,2022,60,"CA","Film & Video",152913,101,2,25,"failed    "
"869",1561127546,2023,40,"NY","Games",130000,143,5,59,"failed    "
"870",235772762,2020,29,"CA","Film & Video",130000,0,0,47,"failed    "
"871",222370517,2022,30,"PA","Film & Video",130000,910,13,65,"failed    "
"872",1012886401,2022,60,"CA","Film & Video",130000,1,1,57,"failed    "
"873",1766134624,2023,30,"CA","Art",130000,443,6,59,"failed    "
"875",2057956660,2024,31,"CA","Film & Video",128000,251,8,49,"failed    "
"877",361078977,2021,43,"CA","Film & Video",125000,0,0,61,"failed    "
"878",2028953883,2020,60,"CA","Games",125000,150,3,38,"canceled  "
"879",1680560486,2020,37,"CA","Film & Video",125000,200,1,55,"failed    "
"880",2033064118,2020,30,"CA","Film & Video",125000,0,0,32,"canceled  "
"881",1394911184,2023,60,"CA","Film & Video",142581,39,2,26,"failed    "
"883",358699053,2022,45,"CA","Film & Video",125000,0,0,48,"canceled  "
"886",1394520408,2021,28,"PA","Games",125000,564,16,59,"failed    "
"888",2142330105,2023,30,"NY","Games",125000,166,16,66,"canceled  "
"892",625148004,2021,60,"PA","Games",125000,1,1,38,"canceled  "
"893",139884379,2020,30,"CA","Comics",125000,105,2,62,"failed    "
"894",997929081,2020,60,"TX","Games",125000,25,1,53,"failed    "
"899",818473268,2021,45,"CA","Games",125000,115,1,57,"failed    "
"900",660204714,2022,60,"PA","Film & Video",125000,0,0,48,"failed    "
"901",970651584,2022,60,"NY","Film & Video",125000,630,8,44,"canceled  "
"905",847525826,2022,60,"CA","Film & Video",125000,100,1,35,"failed    "
"910",376979342,2025,45,"NY","Film & Video",123500,1,1,69,"failed    "
"911",1638438769,2022,60,"NY","Film & Video",121000,5,1,53,"failed    "
"913",638548450,2021,30,"NY","Film & Video",120000,25,1,42,"failed    "
"914",241088181,2021,60,"TX","Film & Video",120000,5,1,19,"failed    "
"916",1184066815,2020,30,"CA","Film & Video",120000,0,0,46,"failed    "
"917",972901395,2020,30,"CA","Film & Video",120000,0,0,45,"failed    "
"918",1415545409,2024,45,"CA","Games",120000,382,6,42,"failed    "
"919",2042619592,2021,60,"CA","Games",120000,95,7,82,"failed    "
"921",1917481680,2020,50,"NY","Art",120000,0,0,52,"canceled  "
"922",478557296,2023,30,"PA","Games",120000,132,16,75,"failed    "
"924",1250431752,2020,33,"CA","Film & Video",120000,20,1,53,"canceled  "
"926",407271120,2021,30,"CA","Film & Video",120000,1,1,51,"failed    "
"927",1678509043,2023,60,"CA","Film & Video",120000,6,2,30,"failed    "
"930",1401716878,2024,60,"CA","Games",120000,53,8,50,"failed    "
"932",1734506866,2020,45,"PA","Film & Video",120000,27,1,55,"failed    "
"933",1238897132,2020,30,"CA","Film & Video",120000,2,2,51,"failed    "
"934",956326521,2024,60,"PA","Games",120000,733,13,49,"failed    "
"936",83990296,2021,30,"TX","Games",120000,169,6,44,"failed    "
"937",1418435222,2025,30,"TX","Games",120000,1,1,29,"suspended "
"939",155393418,2023,30,"CA","Film & Video",120000,11,2,62,"failed    "
"940",1055194153,2020,35,"CA","Games",120000,25,1,58,"failed    "
"941",1437966033,2023,30,"CT","Games",120000,277,7,65,"failed    "
"942",1773003331,2020,32,"CA","Games",120000,155,5,68,"failed    "
"946",360893023,2022,30,"NY","Games",117500,230,4,53,"failed    "
"949",1814856631,2020,30,"NY","Film & Video",115500,0,0,48,"failed    "
"950",2038798012,2022,60,"CA","Film & Video",115500,1,1,35,"failed    "
"952",1921115303,2024,59,"NY","Games",115200,137,3,72,"failed    "
"954",89244245,2023,30,"CA","Film & Video",115000,1,1,36,"canceled  "
"956",283614421,2020,60,"TX","Film & Video",115000,5,1,65,"canceled  "
"962",448706204,2020,30,"CA","Film & Video",112000,0,0,52,"failed    "
"963",384698679,2024,60,"CA","Games",111200,11,2,27,"failed    "
"964",785631990,2020,32,"CA","Film & Video",111000,843,9,25,"failed    "
"965",619701736,2020,50,"NY","Film & Video",111000,110,1,41,"failed    "
"971",610852056,2021,30,"CA","Games",110000,282,7,65,"failed    "
"972",1769493313,2022,60,"CA","Film & Video",110000,1,1,53,"failed    "
"974",267738778,2022,30,"CA","Film & Video",86802,118,1,69,"canceled  "
"975",201913540,2022,60,"CA","Film & Video",110000,50,1,43,"failed    "
"976",1477571868,2021,33,"CA","Film & Video",110000,456,8,71,"canceled  "
"977",1381954038,2024,30,"TX","Film & Video",110000,0,0,67,"canceled  "
"978",1621645265,2022,30,"NY","Film & Video",110000,0,0,63,"failed    "
"979",1934430660,2020,30,"CA","Film & Video",110000,56,3,44,"failed    "
"981",764615942,2020,30,"NY","Film & Video",110000,1,1,43,"canceled  "
